,Sport,Year,Weight,count
23862,Triathlon,2004,70.0,7
23863,Triathlon,2004,71.0,2
23864,Triathlon,2004,72.0,8
23865,Triathlon,2004,73.0,3
23866,Triathlon,2004,74.0,2
23867,Triathlon,2004,75.0,1
23868,Triathlon,2004,76.0,1
23869,Triathlon,2004,78.0,2
23870,Triathlon,2004,79.0,1
23871,Triathlon,2004,82.0,1
23872,Triathlon,2008,44.0,1
23873,Triathlon,2008,46.0,1
23874,Triathlon,2008,48.0,6
23875,Triathlon,2008,49.0,2
23876,Triathlon,2008,50.0,4
23877,Triathlon,2008,51.0,3
23878,Triathlon,2008,52.0,2
23879,Triathlon,2008,53.0,7
23880,Triathlon,2008,54.0,4
23881,Triathlon,2008,55.0,5
23882,Triathlon,2008,56.0,3
23883,Triathlon,2008,57.0,4
23884,Triathlon,2008,58.0,3
23885,Triathlon,2008,59.0,2
23886,Triathlon,2008,60.0,5
23887,Triathlon,2008,61.0,5
23888,Triathlon,2008,62.0,3
23889,Triathlon,2008,64.0,4
23890,Triathlon,2008,65.0,1
23891,Triathlon,2008,66.0,2
23892,Triathlon,2008,67.0,5
23893,Triathlon,2008,68.0,4
23894,Triathlon,2008,69.0,5
23895,Triathlon,2008,70.0,5
23896,Triathlon,2008,71.0,3
23897,Triathlon,2008,72.0,4
23898,Triathlon,2008,73.0,3
23899,Triathlon,2008,74.0,3
23900,Triathlon,2008,75.0,5
23901,Triathlon,2008,76.0,1
23902,Triathlon,2008,77.0,1
23903,Triathlon,2008,78.0,2
23904,Triathlon,2008,79.0,1
23905,Triathlon,2008,81.0,1
23906,Triathlon,2012,44.0,1
23907,Triathlon,2012,46.0,2
23908,Triathlon,2012,48.0,3
23909,Triathlon,2012,49.0,2
23910,Triathlon,2012,50.0,4
23911,Triathlon,2012,51.0,5
23912,Triathlon,2012,52.0,2
23913,Triathlon,2012,53.0,5
23914,Triathlon,2012,54.0,4
23915,Triathlon,2012,55.0,4
23916,Triathlon,2012,56.0,7
23917,Triathlon,2012,57.0,3
23918,Triathlon,2012,58.0,3
23919,Triathlon,2012,59.0,4
23920,Triathlon,2012,60.0,5
23921,Triathlon,2012,61.0,3
23922,Triathlon,2012,62.0,4
23923,Triathlon,2012,63.0,2
23924,Triathlon,2012,64.0,5
23925,Triathlon,2012,65.0,6
23926,Triathlon,2012,66.0,3
23927,Triathlon,2012,67.0,4
23928,Triathlon,2012,68.0,2
23929,Triathlon,2012,69.0,3
23930,Triathlon,2012,70.0,7
23931,Triathlon,2012,71.0,2
23932,Triathlon,2012,72.0,5
23933,Triathlon,2012,74.0,1
23934,Triathlon,2012,75.0,3
23935,Triathlon,2012,76.0,1
23936,Triathlon,2012,77.0,2
23937,Triathlon,2012,79.0,1
23938,Triathlon,2012,80.0,1
23939,Triathlon,2016,44.0,1
23940,Triathlon,2016,45.0,1
23941,Triathlon,2016,46.0,1
23942,Triathlon,2016,48.0,3
23943,Triathlon,2016,49.0,2
23944,Triathlon,2016,50.0,3
23945,Triathlon,2016,51.0,3
23946,Triathlon,2016,52.0,3
23947,Triathlon,2016,53.0,5
23948,Triathlon,2016,54.0,3
23949,Triathlon,2016,55.0,5
23950,Triathlon,2016,56.0,7
23951,Triathlon,2016,57.0,3
23952,Triathlon,2016,58.0,2
23953,Triathlon,2016,59.0,6
23954,Triathlon,2016,60.0,8
23955,Triathlon,2016,61.0,6
23956,Triathlon,2016,62.0,3
23957,Triathlon,2016,63.0,3
23958,Triathlon,2016,64.0,4
23959,Triathlon,2016,65.0,10
23960,Triathlon,2016,66.0,2
23961,Triathlon,2016,67.0,3
23962,Triathlon,2016,68.0,1
23963,Triathlon,2016,69.0,3
23964,Triathlon,2016,70.0,7
23965,Triathlon,2016,71.0,1
23966,Triathlon,2016,72.0,1
23967,Triathlon,2016,73.0,2
23968,Triathlon,2016,74.0,2
23969,Triathlon,2016,75.0,1
23970,Triathlon,2016,77.0,1
23971,Triathlon,2016,78.0,1
23972,Triathlon,2016,79.0,1
23973,Triathlon,2016,80.0,1
23974,Tug-Of-War,1904,75.0,1
23975,Tug-Of-War,1904,81.0,1
23976,Tug-Of-War,1904,82.0,1
23977,Tug-Of-War,1904,100.0,1
23978,Tug-Of-War,1906,77.0,1
23979,Tug-Of-War,1906,80.0,1
23980,Tug-Of-War,1906,81.0,1
23981,Tug-Of-War,1906,82.0,2
23982,Tug-Of-War,1906,88.0,1
23983,Tug-Of-War,1906,114.0,1
23984,Tug-Of-War,1908,83.0,1
23985,Tug-Of-War,1908,89.0,2
23986,Tug-Of-War,1908,91.0,1
23987,Tug-Of-War,1908,93.0,2
23988,Tug-Of-War,1908,94.0,1
23989,Tug-Of-War,1908,95.0,4
23990,Tug-Of-War,1908,96.0,1
23991,Tug-Of-War,1908,98.0,1
23992,Tug-Of-War,1908,99.0,2
23993,Tug-Of-War,1908,100.0,3
23994,Tug-Of-War,1908,102.0,1
23995,Tug-Of-War,1908,104.0,2
23996,Tug-Of-War,1908,108.0,1
23997,Tug-Of-War,1908,115.0,2
23998,Tug-Of-War,1912,100.0,2
23999,Tug-Of-War,1912,104.0,1
24000,Tug-Of-War,1920,85.0,1
24001,Tug-Of-War,1920,88.0,1
24002,Tug-Of-War,1920,89.0,1
24003,Tug-Of-War,1920,90.0,1
24004,Tug-Of-War,1920,95.0,3
24005,Tug-Of-War,1920,97.0,1
24006,Tug-Of-War,1920,100.0,2
24007,Tug-Of-War,1920,104.0,1
24008,Tug-Of-War,1920,109.0,2
24009,Tug-Of-War,1920,118.0,1
24010,Volleyball,1964,50.0,1
24011,Volleyball,1964,53.0,2
24012,Volleyball,1964,56.0,3
24013,Volleyball,1964,57.0,3
24014,Volleyball,1964,58.0,2
24015,Volleyball,1964,59.0,2
24016,Volleyball,1964,60.0,10
24017,Volleyball,1964,61.0,3
24018,Volleyball,1964,62.0,4
24019,Volleyball,1964,63.0,4
24020,Volleyball,1964,64.0,5
24021,Volleyball,1964,65.0,7
24022,Volleyball,1964,66.0,3
24023,Volleyball,1964,67.0,4
24024,Volleyball,1964,68.0,4
24025,Volleyball,1964,69.0,2
24026,Volleyball,1964,70.0,10
24027,Volleyball,1964,71.0,5
24028,Volleyball,1964,72.0,8
24029,Volleyball,1964,73.0,6
24030,Volleyball,1964,74.0,9
24031,Volleyball,1964,75.0,7
24032,Volleyball,1964,76.0,8
24033,Volleyball,1964,77.0,3
24034,Volleyball,1964,78.0,8
24035,Volleyball,1964,79.0,3
24036,Volleyball,1964,80.0,4
24037,Volleyball,1964,81.0,3
24038,Volleyball,1964,82.0,8
24039,Volleyball,1964,83.0,4
24040,Volleyball,1964,84.0,8
24041,Volleyball,1964,85.0,5
24042,Volleyball,1964,86.0,5
24043,Volleyball,1964,87.0,2
24044,Volleyball,1964,88.0,2
24045,Volleyball,1964,89.0,3
24046,Volleyball,1964,90.0,4
24047,Volleyball,1964,91.0,2
24048,Volleyball,1964,92.0,1
24049,Volleyball,1964,99.0,1
24050,Volleyball,1964,100.0,1
24051,Volleyball,1968,50.0,1
24052,Volleyball,1968,54.0,1
24053,Volleyball,1968,55.0,1
24054,Volleyball,1968,57.0,2
24055,Volleyball,1968,59.0,4
24056,Volleyball,1968,60.0,9
24057,Volleyball,1968,62.0,12
24058,Volleyball,1968,63.0,4
24059,Volleyball,1968,64.0,4
24060,Volleyball,1968,65.0,5
24061,Volleyball,1968,66.0,5
24062,Volleyball,1968,67.0,1
24063,Volleyball,1968,68.0,12
24064,Volleyball,1968,69.0,2
24065,Volleyball,1968,70.0,12
24066,Volleyball,1968,71.0,5
24067,Volleyball,1968,72.0,12
24068,Volleyball,1968,73.0,5
24069,Volleyball,1968,74.0,7
24070,Volleyball,1968,75.0,10
24071,Volleyball,1968,76.0,5
24072,Volleyball,1968,77.0,1
24073,Volleyball,1968,78.0,6
24074,Volleyball,1968,79.0,2
24075,Volleyball,1968,80.0,4
24076,Volleyball,1968,81.0,3
24077,Volleyball,1968,82.0,9
24078,Volleyball,1968,83.0,11
24079,Volleyball,1968,84.0,9
24080,Volleyball,1968,85.0,10
24081,Volleyball,1968,86.0,3
24082,Volleyball,1968,87.0,2
24083,Volleyball,1968,88.0,3
24084,Volleyball,1968,89.0,3
24085,Volleyball,1968,90.0,2
24086,Volleyball,1968,91.0,2
24087,Volleyball,1968,92.0,3
24088,Volleyball,1968,93.0,3
24089,Volleyball,1968,94.0,1
24090,Volleyball,1968,95.0,1
24091,Volleyball,1968,96.0,3
24092,Volleyball,1968,100.0,2
24093,Volleyball,1968,102.0,1
24094,Volleyball,1968,103.0,1
24095,Volleyball,1968,110.0,1
24096,Volleyball,1972,54.0,1
24097,Volleyball,1972,55.0,2
24098,Volleyball,1972,57.0,1
24099,Volleyball,1972,58.0,3
24100,Volleyball,1972,60.0,6
24101,Volleyball,1972,61.0,4
24102,Volleyball,1972,62.0,5
24103,Volleyball,1972,63.0,4
24104,Volleyball,1972,64.0,5
24105,Volleyball,1972,65.0,4
24106,Volleyball,1972,66.0,8
24107,Volleyball,1972,67.0,4
24108,Volleyball,1972,68.0,5
24109,Volleyball,1972,69.0,2
24110,Volleyball,1972,70.0,9
24111,Volleyball,1972,71.0,5
24112,Volleyball,1972,72.0,10
24113,Volleyball,1972,73.0,3
24114,Volleyball,1972,74.0,7
24115,Volleyball,1972,75.0,11
24116,Volleyball,1972,76.0,10
24117,Volleyball,1972,77.0,3
24118,Volleyball,1972,78.0,13
24119,Volleyball,1972,79.0,3
24120,Volleyball,1972,80.0,9
24121,Volleyball,1972,81.0,3
24122,Volleyball,1972,82.0,11
24123,Volleyball,1972,83.0,11
24124,Volleyball,1972,84.0,12
24125,Volleyball,1972,85.0,7
24126,Volleyball,1972,86.0,11
24127,Volleyball,1972,87.0,4
24128,Volleyball,1972,88.0,5
24129,Volleyball,1972,89.0,4
24130,Volleyball,1972,90.0,7
24131,Volleyball,1972,91.0,1
24132,Volleyball,1972,92.0,8
24133,Volleyball,1972,93.0,1
24134,Volleyball,1972,94.0,1
24135,Volleyball,1972,95.0,2
24136,Volleyball,1972,96.0,2
24137,Volleyball,1972,102.0,1
24138,Volleyball,1976,54.0,1
24139,Volleyball,1976,58.0,2
24140,Volleyball,1976,59.0,4
24141,Volleyball,1976,60.0,6
24142,Volleyball,1976,61.0,6
24143,Volleyball,1976,62.0,7
24144,Volleyball,1976,63.0,8
24145,Volleyball,1976,64.0,8
24146,Volleyball,1976,65.0,4
24147,Volleyball,1976,66.0,4
24148,Volleyball,1976,67.0,12
24149,Volleyball,1976,68.0,4
24150,Volleyball,1976,69.0,4
24151,Volleyball,1976,70.0,3
24152,Volleyball,1976,71.0,7
24153,Volleyball,1976,72.0,6
24154,Volleyball,1976,73.0,3
24155,Volleyball,1976,74.0,3
24156,Volleyball,1976,75.0,3
24157,Volleyball,1976,76.0,7
24158,Volleyball,1976,77.0,3
24159,Volleyball,1976,78.0,9
24160,Volleyball,1976,79.0,5
24161,Volleyball,1976,80.0,14
24162,Volleyball,1976,81.0,1
24163,Volleyball,1976,82.0,13
24164,Volleyball,1976,83.0,6
24165,Volleyball,1976,84.0,11
24166,Volleyball,1976,85.0,5
24167,Volleyball,1976,86.0,6
24168,Volleyball,1976,87.0,7
24169,Volleyball,1976,88.0,4
24170,Volleyball,1976,89.0,3
24171,Volleyball,1976,90.0,5
24172,Volleyball,1976,91.0,3
24173,Volleyball,1976,92.0,4
24174,Volleyball,1976,93.0,4
24175,Volleyball,1976,94.0,3
24176,Volleyball,1976,95.0,2
24177,Volleyball,1976,96.0,2
24178,Volleyball,1976,97.0,4
24179,Volleyball,1980,59.0,3
24180,Volleyball,1980,60.0,3
24181,Volleyball,1980,61.0,3
24182,Volleyball,1980,62.0,4
24183,Volleyball,1980,63.0,6
24184,Volleyball,1980,64.0,3
24185,Volleyball,1980,65.0,8
24186,Volleyball,1980,66.0,4
24187,Volleyball,1980,67.0,6
24188,Volleyball,1980,68.0,10
24189,Volleyball,1980,69.0,5
24190,Volleyball,1980,70.0,6
24191,Volleyball,1980,71.0,1
24192,Volleyball,1980,72.0,6
24193,Volleyball,1980,73.0,6
24194,Volleyball,1980,74.0,3
24195,Volleyball,1980,75.0,4
24196,Volleyball,1980,76.0,4
24197,Volleyball,1980,77.0,1
24198,Volleyball,1980,78.0,7
24199,Volleyball,1980,79.0,1
24200,Volleyball,1980,80.0,12
24201,Volleyball,1980,81.0,4
24202,Volleyball,1980,82.0,7
24203,Volleyball,1980,83.0,5
24204,Volleyball,1980,84.0,11
24205,Volleyball,1980,85.0,9
24206,Volleyball,1980,86.0,4
24207,Volleyball,1980,87.0,6
24208,Volleyball,1980,88.0,4
24209,Volleyball,1980,89.0,4
24210,Volleyball,1980,90.0,6
24211,Volleyball,1980,91.0,2
24212,Volleyball,1980,92.0,3
24213,Volleyball,1980,93.0,1
24214,Volleyball,1980,94.0,5
24215,Volleyball,1980,95.0,3
24216,Volleyball,1980,96.0,5
24217,Volleyball,1980,97.0,5
24218,Volleyball,1980,98.0,1
24219,Volleyball,1980,100.0,1
24220,Volleyball,1980,103.0,1
24221,Volleyball,1984,55.0,1
24222,Volleyball,1984,57.0,2
24223,Volleyball,1984,58.0,1
24224,Volleyball,1984,59.0,4
24225,Volleyball,1984,60.0,4
24226,Volleyball,1984,61.0,2
24227,Volleyball,1984,62.0,6
24228,Volleyball,1984,63.0,5
24229,Volleyball,1984,64.0,6
24230,Volleyball,1984,65.0,7
24231,Volleyball,1984,66.0,1
24232,Volleyball,1984,67.0,7
24233,Volleyball,1984,68.0,9
24234,Volleyball,1984,69.0,6
24235,Volleyball,1984,70.0,8
24236,Volleyball,1984,71.0,1
24237,Volleyball,1984,72.0,7
24238,Volleyball,1984,73.0,7
24239,Volleyball,1984,74.0,2
24240,Volleyball,1984,75.0,8
24241,Volleyball,1984,76.0,7
24242,Volleyball,1984,77.0,2
24243,Volleyball,1984,78.0,3
24244,Volleyball,1984,79.0,7
24245,Volleyball,1984,80.0,11
24246,Volleyball,1984,81.0,3
24247,Volleyball,1984,82.0,10
24248,Volleyball,1984,83.0,9
24249,Volleyball,1984,84.0,5
24250,Volleyball,1984,85.0,9
24251,Volleyball,1984,86.0,6
24252,Volleyball,1984,87.0,5
24253,Volleyball,1984,88.0,7
24254,Volleyball,1984,89.0,4
24255,Volleyball,1984,90.0,9
24256,Volleyball,1984,91.0,1
24257,Volleyball,1984,92.0,4
24258,Volleyball,1984,93.0,4
24259,Volleyball,1984,94.0,3
24260,Volleyball,1984,95.0,1
24261,Volleyball,1984,97.0,1
24262,Volleyball,1984,99.0,1
24263,Volleyball,1984,105.0,1
24264,Volleyball,1988,54.0,1
24265,Volleyball,1988,55.0,2
24266,Volleyball,1988,57.0,1
24267,Volleyball,1988,59.0,5
24268,Volleyball,1988,60.0,3
24269,Volleyball,1988,61.0,2
24270,Volleyball,1988,62.0,7
24271,Volleyball,1988,63.0,5
24272,Volleyball,1988,64.0,3
24273,Volleyball,1988,65.0,4
24274,Volleyball,1988,66.0,4
24275,Volleyball,1988,67.0,5
24276,Volleyball,1988,68.0,4
24277,Volleyball,1988,69.0,7
24278,Volleyball,1988,70.0,10
24279,Volleyball,1988,71.0,6
24280,Volleyball,1988,72.0,11
24281,Volleyball,1988,73.0,7
24282,Volleyball,1988,74.0,2
24283,Volleyball,1988,75.0,11
24284,Volleyball,1988,76.0,2
24285,Volleyball,1988,77.0,4
24286,Volleyball,1988,78.0,5
24287,Volleyball,1988,79.0,1
24288,Volleyball,1988,80.0,13
24289,Volleyball,1988,81.0,3
24290,Volleyball,1988,82.0,8
24291,Volleyball,1988,83.0,4
24292,Volleyball,1988,84.0,9
24293,Volleyball,1988,85.0,6
24294,Volleyball,1988,86.0,5
24295,Volleyball,1988,87.0,4
24296,Volleyball,1988,88.0,5
24297,Volleyball,1988,89.0,9
24298,Volleyball,1988,90.0,9
24299,Volleyball,1988,91.0,4
24300,Volleyball,1988,92.0,7
24301,Volleyball,1988,93.0,9
24302,Volleyball,1988,94.0,7
24303,Volleyball,1988,95.0,3
24304,Volleyball,1988,96.0,3
24305,Volleyball,1988,97.0,3
24306,Volleyball,1988,98.0,3
24307,Volleyball,1988,99.0,1
24308,Volleyball,1988,100.0,3
24309,Volleyball,1988,101.0,2
24310,Volleyball,1988,102.0,1
24311,Volleyball,1988,103.0,1
24312,Volleyball,1988,104.0,2
24313,Volleyball,1988,105.0,2
24314,Volleyball,1992,55.0,3
24315,Volleyball,1992,60.0,3
24316,Volleyball,1992,62.0,2
24317,Volleyball,1992,63.0,2
24318,Volleyball,1992,64.0,2
24319,Volleyball,1992,65.0,2
24320,Volleyball,1992,66.0,3
24321,Volleyball,1992,67.0,6
24322,Volleyball,1992,68.0,3
24323,Volleyball,1992,69.0,3
24324,Volleyball,1992,70.0,8
24325,Volleyball,1992,71.0,4
24326,Volleyball,1992,72.0,4
24327,Volleyball,1992,73.0,5
24328,Volleyball,1992,74.0,4
24329,Volleyball,1992,75.0,10
24330,Volleyball,1992,76.0,4
24331,Volleyball,1992,77.0,5
24332,Volleyball,1992,78.0,3
24333,Volleyball,1992,79.0,5
24334,Volleyball,1992,80.0,2
24335,Volleyball,1992,81.0,3
24336,Volleyball,1992,82.0,5
24337,Volleyball,1992,83.0,2
24338,Volleyball,1992,84.0,8
24339,Volleyball,1992,85.0,6
24340,Volleyball,1992,86.0,7
24341,Volleyball,1992,87.0,2
24342,Volleyball,1992,88.0,4
24343,Volleyball,1992,89.0,5
24344,Volleyball,1992,90.0,10
24345,Volleyball,1992,91.0,5
24346,Volleyball,1992,92.0,2
24347,Volleyball,1992,93.0,8
24348,Volleyball,1992,94.0,6
24349,Volleyball,1992,95.0,3
24350,Volleyball,1992,96.0,1
24351,Volleyball,1992,97.0,4
24352,Volleyball,1992,98.0,3
24353,Volleyball,1992,99.0,1
24354,Volleyball,1992,100.0,5
24355,Volleyball,1992,101.0,1
24356,Volleyball,1992,102.0,1
24357,Volleyball,1992,104.0,1
24358,Volleyball,1996,55.0,1
24359,Volleyball,1996,58.0,1
24360,Volleyball,1996,60.0,1
24361,Volleyball,1996,61.0,1
24362,Volleyball,1996,62.0,1
24363,Volleyball,1996,63.0,7
24364,Volleyball,1996,64.0,1
24365,Volleyball,1996,65.0,4
24366,Volleyball,1996,66.0,7
24367,Volleyball,1996,67.0,4
24368,Volleyball,1996,68.0,9
24369,Volleyball,1996,69.0,3
24370,Volleyball,1996,70.0,8
24371,Volleyball,1996,71.0,3
24372,Volleyball,1996,72.0,10
24373,Volleyball,1996,73.0,5
24374,Volleyball,1996,74.0,8
24375,Volleyball,1996,75.0,9
24376,Volleyball,1996,76.0,7
24377,Volleyball,1996,77.0,5
24378,Volleyball,1996,78.0,4
24379,Volleyball,1996,79.0,5
24380,Volleyball,1996,80.0,5
24381,Volleyball,1996,81.0,3
24382,Volleyball,1996,82.0,3
24383,Volleyball,1996,83.0,3
24384,Volleyball,1996,84.0,6
24385,Volleyball,1996,85.0,11
24386,Volleyball,1996,86.0,4
24387,Volleyball,1996,87.0,4
24388,Volleyball,1996,88.0,2
24389,Volleyball,1996,89.0,5
24390,Volleyball,1996,90.0,11
24391,Volleyball,1996,91.0,9
24392,Volleyball,1996,92.0,4
24393,Volleyball,1996,93.0,5
24394,Volleyball,1996,94.0,12
24395,Volleyball,1996,95.0,4
24396,Volleyball,1996,96.0,4
24397,Volleyball,1996,97.0,3
24398,Volleyball,1996,98.0,4
24399,Volleyball,1996,100.0,6
24400,Volleyball,1996,101.0,2
24401,Volleyball,1996,102.0,4
24402,Volleyball,1996,104.0,2
24403,Volleyball,1996,105.0,2
24404,Volleyball,2000,55.0,1
24405,Volleyball,2000,56.0,1
24406,Volleyball,2000,59.0,1
24407,Volleyball,2000,60.0,2
24408,Volleyball,2000,61.0,2
24409,Volleyball,2000,62.0,2
24410,Volleyball,2000,63.0,7
24411,Volleyball,2000,64.0,6
24412,Volleyball,2000,65.0,5
24413,Volleyball,2000,66.0,6
24414,Volleyball,2000,67.0,4
24415,Volleyball,2000,68.0,7
24416,Volleyball,2000,69.0,3
24417,Volleyball,2000,70.0,9
24418,Volleyball,2000,71.0,7
24419,Volleyball,2000,72.0,12
24420,Volleyball,2000,73.0,8
24421,Volleyball,2000,74.0,9
24422,Volleyball,2000,75.0,14
24423,Volleyball,2000,76.0,8
24424,Volleyball,2000,77.0,8
24425,Volleyball,2000,78.0,9
24426,Volleyball,2000,79.0,4
24427,Volleyball,2000,80.0,14
24428,Volleyball,2000,81.0,4
24429,Volleyball,2000,82.0,3
24430,Volleyball,2000,83.0,6
24431,Volleyball,2000,84.0,3
24432,Volleyball,2000,85.0,12
24433,Volleyball,2000,86.0,8
24434,Volleyball,2000,87.0,4
24435,Volleyball,2000,88.0,8
24436,Volleyball,2000,89.0,7
24437,Volleyball,2000,90.0,14
24438,Volleyball,2000,91.0,6
24439,Volleyball,2000,92.0,5
24440,Volleyball,2000,93.0,5
24441,Volleyball,2000,94.0,11
24442,Volleyball,2000,95.0,6
24443,Volleyball,2000,96.0,3
24444,Volleyball,2000,97.0,2
24445,Volleyball,2000,98.0,7
24446,Volleyball,2000,100.0,6
24447,Volleyball,2000,101.0,1
24448,Volleyball,2000,102.0,2
24449,Volleyball,2000,103.0,1
24450,Volleyball,2000,104.0,2
24451,Volleyball,2000,105.0,1
24452,Volleyball,2000,110.0,1
24453,Volleyball,2000,120.0,1
24454,Volleyball,2004,53.0,1
24455,Volleyball,2004,56.0,1
24456,Volleyball,2004,59.0,1
24457,Volleyball,2004,60.0,2
24458,Volleyball,2004,61.0,1
24459,Volleyball,2004,62.0,3
24460,Volleyball,2004,63.0,9
24461,Volleyball,2004,64.0,1
24462,Volleyball,2004,65.0,10
24463,Volleyball,2004,66.0,5
24464,Volleyball,2004,67.0,5
24465,Volleyball,2004,68.0,7
24466,Volleyball,2004,69.0,2
24467,Volleyball,2004,70.0,14
24468,Volleyball,2004,71.0,5
24469,Volleyball,2004,72.0,6
24470,Volleyball,2004,73.0,12
24471,Volleyball,2004,74.0,8
24472,Volleyball,2004,75.0,11
24473,Volleyball,2004,76.0,11
24474,Volleyball,2004,77.0,8
24475,Volleyball,2004,78.0,5
24476,Volleyball,2004,79.0,4
24477,Volleyball,2004,80.0,6
24478,Volleyball,2004,81.0,2
24479,Volleyball,2004,82.0,8
24480,Volleyball,2004,83.0,6
24481,Volleyball,2004,84.0,6
24482,Volleyball,2004,85.0,12
24483,Volleyball,2004,86.0,7
24484,Volleyball,2004,87.0,6
24485,Volleyball,2004,88.0,11
24486,Volleyball,2004,89.0,8
24487,Volleyball,2004,90.0,13
24488,Volleyball,2004,91.0,5
24489,Volleyball,2004,92.0,4
24490,Volleyball,2004,93.0,4
24491,Volleyball,2004,94.0,7
24492,Volleyball,2004,95.0,15
24493,Volleyball,2004,96.0,3
24494,Volleyball,2004,97.0,5
24495,Volleyball,2004,98.0,7
24496,Volleyball,2004,100.0,2
24497,Volleyball,2004,101.0,3
24498,Volleyball,2004,102.0,2
24499,Volleyball,2004,103.0,2
24500,Volleyball,2004,104.0,2
24501,Volleyball,2004,105.0,2
24502,Volleyball,2004,109.0,1
24503,Volleyball,2004,110.0,1
24504,Volleyball,2008,52.0,1
24505,Volleyball,2008,53.0,2
24506,Volleyball,2008,55.0,1
24507,Volleyball,2008,56.0,1
24508,Volleyball,2008,58.0,1
24509,Volleyball,2008,59.0,1
24510,Volleyball,2008,60.0,3
24511,Volleyball,2008,61.0,2
24512,Volleyball,2008,62.0,3
24513,Volleyball,2008,63.0,8
24514,Volleyball,2008,64.0,6
24515,Volleyball,2008,65.0,7
24516,Volleyball,2008,66.0,5
24517,Volleyball,2008,67.0,10
24518,Volleyball,2008,68.0,3
24519,Volleyball,2008,69.0,5
24520,Volleyball,2008,70.0,17
24521,Volleyball,2008,71.0,3
24522,Volleyball,2008,72.0,8
24523,Volleyball,2008,73.0,9
24524,Volleyball,2008,74.0,6
24525,Volleyball,2008,75.0,19
24526,Volleyball,2008,76.0,9
24527,Volleyball,2008,77.0,4
24528,Volleyball,2008,78.0,7
24529,Volleyball,2008,79.0,5
24530,Volleyball,2008,80.0,8
24531,Volleyball,2008,81.0,1
24532,Volleyball,2008,82.0,7
24533,Volleyball,2008,83.0,4
24534,Volleyball,2008,84.0,8
24535,Volleyball,2008,85.0,10
24536,Volleyball,2008,86.0,9
24537,Volleyball,2008,87.0,3
24538,Volleyball,2008,88.0,6
24539,Volleyball,2008,89.0,7
24540,Volleyball,2008,90.0,13
24541,Volleyball,2008,91.0,2
24542,Volleyball,2008,92.0,5
24543,Volleyball,2008,93.0,5
24544,Volleyball,2008,94.0,4
24545,Volleyball,2008,95.0,14
24546,Volleyball,2008,96.0,4
24547,Volleyball,2008,97.0,5
24548,Volleyball,2008,98.0,5
24549,Volleyball,2008,99.0,2
24550,Volleyball,2008,100.0,5
24551,Volleyball,2008,101.0,1
24552,Volleyball,2008,102.0,1
24553,Volleyball,2008,103.0,4
24554,Volleyball,2008,105.0,3
24555,Volleyball,2008,115.0,1
24556,Volleyball,2012,45.0,2
24557,Volleyball,2012,52.0,1
24558,Volleyball,2012,53.0,3
24559,Volleyball,2012,55.0,2
24560,Volleyball,2012,56.0,1
24561,Volleyball,2012,57.0,3
24562,Volleyball,2012,58.0,1
24563,Volleyball,2012,59.0,3
24564,Volleyball,2012,60.0,5
24565,Volleyball,2012,61.0,2
24566,Volleyball,2012,62.0,3
24567,Volleyball,2012,63.0,5
24568,Volleyball,2012,64.0,4
24569,Volleyball,2012,65.0,12
24570,Volleyball,2012,66.0,4
24571,Volleyball,2012,67.0,5
24572,Volleyball,2012,68.0,9
24573,Volleyball,2012,69.0,1
24574,Volleyball,2012,70.0,13
24575,Volleyball,2012,71.0,5
24576,Volleyball,2012,72.0,7
24577,Volleyball,2012,73.0,6
24578,Volleyball,2012,74.0,7
24579,Volleyball,2012,75.0,11
24580,Volleyball,2012,76.0,10
24581,Volleyball,2012,77.0,6
24582,Volleyball,2012,78.0,6
24583,Volleyball,2012,79.0,5
24584,Volleyball,2012,80.0,8
24585,Volleyball,2012,81.0,4
24586,Volleyball,2012,82.0,7
24587,Volleyball,2012,83.0,4
24588,Volleyball,2012,84.0,6
24589,Volleyball,2012,85.0,13
24590,Volleyball,2012,86.0,8
24591,Volleyball,2012,87.0,7
24592,Volleyball,2012,88.0,7
24593,Volleyball,2012,89.0,7
24594,Volleyball,2012,90.0,12
24595,Volleyball,2012,91.0,2
24596,Volleyball,2012,92.0,3
24597,Volleyball,2012,93.0,5
24598,Volleyball,2012,94.0,6
24599,Volleyball,2012,95.0,9
24600,Volleyball,2012,96.0,2
24601,Volleyball,2012,97.0,8
24602,Volleyball,2012,98.0,3
24603,Volleyball,2012,99.0,2
24604,Volleyball,2012,100.0,5
24605,Volleyball,2012,101.0,1
24606,Volleyball,2012,102.0,1
24607,Volleyball,2012,103.0,2
24608,Volleyball,2012,104.0,4
24609,Volleyball,2012,105.0,5
24610,Volleyball,2012,106.0,1
24611,Volleyball,2012,108.0,1
24612,Volleyball,2012,109.0,1
24613,Volleyball,2012,115.0,1
24614,Volleyball,2016,30.0,1
24615,Volleyball,2016,52.0,1
24616,Volleyball,2016,56.0,1
24617,Volleyball,2016,57.0,3
24618,Volleyball,2016,58.0,1
24619,Volleyball,2016,59.0,2
24620,Volleyball,2016,61.0,3
24621,Volleyball,2016,62.0,3
24622,Volleyball,2016,63.0,7
24623,Volleyball,2016,64.0,3
24624,Volleyball,2016,65.0,7
24625,Volleyball,2016,66.0,4
24626,Volleyball,2016,67.0,8
24627,Volleyball,2016,68.0,7
24628,Volleyball,2016,69.0,3
24629,Volleyball,2016,70.0,10
24630,Volleyball,2016,71.0,6
24631,Volleyball,2016,72.0,9
24632,Volleyball,2016,73.0,11
