,Sport,Year,Age,count
15761,Swimming,1976,15.0,80
15762,Swimming,1976,16.0,156
15763,Swimming,1976,17.0,163
15764,Swimming,1976,18.0,144
15765,Swimming,1976,19.0,150
15766,Swimming,1976,20.0,115
15767,Swimming,1976,21.0,57
15768,Swimming,1976,22.0,61
15769,Swimming,1976,23.0,28
15770,Swimming,1976,24.0,19
15771,Swimming,1976,25.0,6
15772,Swimming,1976,26.0,7
15773,Swimming,1976,27.0,4
15774,Swimming,1976,29.0,5
15775,Swimming,1980,13.0,7
15776,Swimming,1980,14.0,21
15777,Swimming,1980,15.0,50
15778,Swimming,1980,16.0,102
15779,Swimming,1980,17.0,97
15780,Swimming,1980,18.0,125
15781,Swimming,1980,19.0,107
15782,Swimming,1980,20.0,79
15783,Swimming,1980,21.0,77
15784,Swimming,1980,22.0,23
15785,Swimming,1980,23.0,38
15786,Swimming,1980,24.0,12
15787,Swimming,1980,25.0,3
15788,Swimming,1980,27.0,2
15789,Swimming,1980,29.0,1
15790,Swimming,1980,33.0,2
15791,Swimming,1984,13.0,5
15792,Swimming,1984,14.0,16
15793,Swimming,1984,15.0,62
15794,Swimming,1984,16.0,102
15795,Swimming,1984,17.0,107
15796,Swimming,1984,18.0,154
15797,Swimming,1984,19.0,198
15798,Swimming,1984,20.0,152
15799,Swimming,1984,21.0,166
15800,Swimming,1984,22.0,111
15801,Swimming,1984,23.0,56
15802,Swimming,1984,24.0,29
15803,Swimming,1984,25.0,23
15804,Swimming,1984,26.0,6
15805,Swimming,1984,28.0,6
15806,Swimming,1984,29.0,4
15807,Swimming,1984,30.0,4
15808,Swimming,1988,13.0,7
15809,Swimming,1988,14.0,34
15810,Swimming,1988,15.0,68
15811,Swimming,1988,16.0,107
15812,Swimming,1988,17.0,148
15813,Swimming,1988,18.0,185
15814,Swimming,1988,19.0,218
15815,Swimming,1988,20.0,202
15816,Swimming,1988,21.0,168
15817,Swimming,1988,22.0,154
15818,Swimming,1988,23.0,138
15819,Swimming,1988,24.0,75
15820,Swimming,1988,25.0,54
15821,Swimming,1988,26.0,15
15822,Swimming,1988,27.0,13
15823,Swimming,1988,28.0,9
15824,Swimming,1988,29.0,2
15825,Swimming,1988,30.0,5
15826,Swimming,1988,31.0,1
15827,Swimming,1992,12.0,2
15828,Swimming,1992,13.0,8
15829,Swimming,1992,14.0,31
15830,Swimming,1992,15.0,43
15831,Swimming,1992,16.0,108
15832,Swimming,1992,17.0,141
15833,Swimming,1992,18.0,160
15834,Swimming,1992,19.0,206
15835,Swimming,1992,20.0,167
15836,Swimming,1992,21.0,180
15837,Swimming,1992,22.0,153
15838,Swimming,1992,23.0,141
15839,Swimming,1992,24.0,108
15840,Swimming,1992,25.0,49
15841,Swimming,1992,26.0,59
15842,Swimming,1992,27.0,30
15843,Swimming,1992,28.0,9
15844,Swimming,1992,29.0,6
15845,Swimming,1992,30.0,10
15846,Swimming,1992,36.0,1
15847,Swimming,1996,12.0,1
15848,Swimming,1996,13.0,8
15849,Swimming,1996,14.0,14
15850,Swimming,1996,15.0,58
15851,Swimming,1996,16.0,98
15852,Swimming,1996,17.0,172
15853,Swimming,1996,18.0,175
15854,Swimming,1996,19.0,141
15855,Swimming,1996,20.0,133
15856,Swimming,1996,21.0,185
15857,Swimming,1996,22.0,148
15858,Swimming,1996,23.0,147
15859,Swimming,1996,24.0,105
15860,Swimming,1996,25.0,90
15861,Swimming,1996,26.0,65
15862,Swimming,1996,27.0,47
15863,Swimming,1996,28.0,23
15864,Swimming,1996,29.0,15
15865,Swimming,1996,30.0,2
15866,Swimming,1996,31.0,2
15867,Swimming,1996,33.0,3
15868,Swimming,2000,13.0,2
15869,Swimming,2000,14.0,10
15870,Swimming,2000,15.0,59
15871,Swimming,2000,16.0,73
15872,Swimming,2000,17.0,104
15873,Swimming,2000,18.0,123
15874,Swimming,2000,19.0,174
15875,Swimming,2000,20.0,163
15876,Swimming,2000,21.0,221
15877,Swimming,2000,22.0,185
15878,Swimming,2000,23.0,130
15879,Swimming,2000,24.0,126
15880,Swimming,2000,25.0,117
15881,Swimming,2000,26.0,72
15882,Swimming,2000,27.0,76
15883,Swimming,2000,28.0,44
15884,Swimming,2000,29.0,24
15885,Swimming,2000,30.0,21
15886,Swimming,2000,31.0,5
15887,Swimming,2000,32.0,4
15888,Swimming,2000,33.0,7
15889,Swimming,2000,34.0,1
15890,Swimming,2004,13.0,4
15891,Swimming,2004,14.0,10
15892,Swimming,2004,15.0,39
15893,Swimming,2004,16.0,64
15894,Swimming,2004,17.0,81
15895,Swimming,2004,18.0,116
15896,Swimming,2004,19.0,162
15897,Swimming,2004,20.0,154
15898,Swimming,2004,21.0,162
15899,Swimming,2004,22.0,169
15900,Swimming,2004,23.0,129
15901,Swimming,2004,24.0,119
15902,Swimming,2004,25.0,131
15903,Swimming,2004,26.0,86
15904,Swimming,2004,27.0,56
15905,Swimming,2004,28.0,55
15906,Swimming,2004,29.0,25
15907,Swimming,2004,30.0,16
15908,Swimming,2004,31.0,17
15909,Swimming,2004,32.0,13
15910,Swimming,2004,33.0,3
15911,Swimming,2004,34.0,5
15912,Swimming,2004,35.0,1
15913,Swimming,2004,37.0,1
15914,Swimming,2008,12.0,1
15915,Swimming,2008,13.0,2
15916,Swimming,2008,14.0,11
15917,Swimming,2008,15.0,19
15918,Swimming,2008,16.0,52
15919,Swimming,2008,17.0,69
15920,Swimming,2008,18.0,117
15921,Swimming,2008,19.0,153
15922,Swimming,2008,20.0,186
15923,Swimming,2008,21.0,173
15924,Swimming,2008,22.0,172
15925,Swimming,2008,23.0,182
15926,Swimming,2008,24.0,174
15927,Swimming,2008,25.0,120
15928,Swimming,2008,26.0,99
15929,Swimming,2008,27.0,53
15930,Swimming,2008,28.0,40
15931,Swimming,2008,29.0,50
15932,Swimming,2008,30.0,24
15933,Swimming,2008,31.0,18
15934,Swimming,2008,32.0,15
15935,Swimming,2008,33.0,5
15936,Swimming,2008,34.0,7
15937,Swimming,2008,35.0,2
15938,Swimming,2008,38.0,2
15939,Swimming,2008,41.0,3
15940,Swimming,2012,13.0,1
15941,Swimming,2012,14.0,5
15942,Swimming,2012,15.0,27
15943,Swimming,2012,16.0,32
15944,Swimming,2012,17.0,57
15945,Swimming,2012,18.0,118
15946,Swimming,2012,19.0,93
15947,Swimming,2012,20.0,158
15948,Swimming,2012,21.0,139
15949,Swimming,2012,22.0,152
15950,Swimming,2012,23.0,183
15951,Swimming,2012,24.0,154
15952,Swimming,2012,25.0,101
15953,Swimming,2012,26.0,85
15954,Swimming,2012,27.0,89
15955,Swimming,2012,28.0,66
15956,Swimming,2012,29.0,29
15957,Swimming,2012,30.0,18
15958,Swimming,2012,31.0,8
15959,Swimming,2012,32.0,8
15960,Swimming,2012,33.0,6
15961,Swimming,2012,34.0,2
15962,Swimming,2012,35.0,2
15963,Swimming,2012,36.0,3
15964,Swimming,2012,37.0,1
15965,Swimming,2012,38.0,1
15966,Swimming,2016,13.0,2
15967,Swimming,2016,14.0,11
15968,Swimming,2016,15.0,6
15969,Swimming,2016,16.0,41
15970,Swimming,2016,17.0,59
15971,Swimming,2016,18.0,65
15972,Swimming,2016,19.0,150
15973,Swimming,2016,20.0,121
15974,Swimming,2016,21.0,176
15975,Swimming,2016,22.0,169
15976,Swimming,2016,23.0,160
15977,Swimming,2016,24.0,141
15978,Swimming,2016,25.0,109
15979,Swimming,2016,26.0,89
15980,Swimming,2016,27.0,96
15981,Swimming,2016,28.0,62
15982,Swimming,2016,29.0,36
15983,Swimming,2016,30.0,28
15984,Swimming,2016,31.0,20
15985,Swimming,2016,32.0,13
15986,Swimming,2016,33.0,5
15987,Swimming,2016,34.0,2
15988,Swimming,2016,35.0,4
15989,Swimming,2016,36.0,1
15990,Swimming,2016,37.0,1
15991,Swimming,2016,38.0,1
15992,Synchronized Swimming,1984,15.0,5
15993,Synchronized Swimming,1984,16.0,6
15994,Synchronized Swimming,1984,17.0,5
15995,Synchronized Swimming,1984,18.0,15
15996,Synchronized Swimming,1984,19.0,8
15997,Synchronized Swimming,1984,20.0,15
15998,Synchronized Swimming,1984,21.0,9
15999,Synchronized Swimming,1984,22.0,4
16000,Synchronized Swimming,1984,23.0,7
16001,Synchronized Swimming,1984,24.0,2
16002,Synchronized Swimming,1984,25.0,2
16003,Synchronized Swimming,1984,26.0,4
16004,Synchronized Swimming,1988,16.0,3
16005,Synchronized Swimming,1988,17.0,4
16006,Synchronized Swimming,1988,18.0,16
16007,Synchronized Swimming,1988,19.0,10
16008,Synchronized Swimming,1988,20.0,7
16009,Synchronized Swimming,1988,21.0,6
16010,Synchronized Swimming,1988,22.0,13
16011,Synchronized Swimming,1988,23.0,5
16012,Synchronized Swimming,1988,24.0,7
16013,Synchronized Swimming,1988,25.0,5
16014,Synchronized Swimming,1992,17.0,6
16015,Synchronized Swimming,1992,18.0,3
16016,Synchronized Swimming,1992,19.0,7
16017,Synchronized Swimming,1992,20.0,16
16018,Synchronized Swimming,1992,21.0,14
16019,Synchronized Swimming,1992,22.0,15
16020,Synchronized Swimming,1992,23.0,9
16021,Synchronized Swimming,1992,24.0,6
16022,Synchronized Swimming,1992,25.0,5
16023,Synchronized Swimming,1992,28.0,4
16024,Synchronized Swimming,1992,29.0,4
16025,Synchronized Swimming,1996,16.0,1
16026,Synchronized Swimming,1996,17.0,3
16027,Synchronized Swimming,1996,18.0,3
16028,Synchronized Swimming,1996,19.0,4
16029,Synchronized Swimming,1996,20.0,8
16030,Synchronized Swimming,1996,21.0,12
16031,Synchronized Swimming,1996,22.0,12
16032,Synchronized Swimming,1996,23.0,7
16033,Synchronized Swimming,1996,24.0,8
16034,Synchronized Swimming,1996,25.0,4
16035,Synchronized Swimming,1996,26.0,4
16036,Synchronized Swimming,1996,27.0,2
16037,Synchronized Swimming,1996,28.0,3
16038,Synchronized Swimming,1996,29.0,1
16039,Synchronized Swimming,2000,17.0,2
16040,Synchronized Swimming,2000,18.0,3
16041,Synchronized Swimming,2000,19.0,5
16042,Synchronized Swimming,2000,20.0,10
16043,Synchronized Swimming,2000,21.0,18
16044,Synchronized Swimming,2000,22.0,16
16045,Synchronized Swimming,2000,23.0,12
16046,Synchronized Swimming,2000,24.0,15
16047,Synchronized Swimming,2000,25.0,16
16048,Synchronized Swimming,2000,26.0,11
16049,Synchronized Swimming,2000,27.0,7
16050,Synchronized Swimming,2000,30.0,2
16051,Synchronized Swimming,2004,16.0,1
16052,Synchronized Swimming,2004,18.0,3
16053,Synchronized Swimming,2004,19.0,11
16054,Synchronized Swimming,2004,20.0,7
16055,Synchronized Swimming,2004,21.0,15
16056,Synchronized Swimming,2004,22.0,11
16057,Synchronized Swimming,2004,23.0,21
16058,Synchronized Swimming,2004,24.0,10
16059,Synchronized Swimming,2004,25.0,11
16060,Synchronized Swimming,2004,26.0,7
16061,Synchronized Swimming,2004,27.0,6
16062,Synchronized Swimming,2004,28.0,4
16063,Synchronized Swimming,2004,29.0,5
16064,Synchronized Swimming,2004,31.0,3
16065,Synchronized Swimming,2004,34.0,2
16066,Synchronized Swimming,2008,15.0,3
16067,Synchronized Swimming,2008,16.0,3
16068,Synchronized Swimming,2008,17.0,2
16069,Synchronized Swimming,2008,18.0,10
16070,Synchronized Swimming,2008,19.0,6
16071,Synchronized Swimming,2008,20.0,11
16072,Synchronized Swimming,2008,21.0,13
16073,Synchronized Swimming,2008,22.0,10
16074,Synchronized Swimming,2008,23.0,10
16075,Synchronized Swimming,2008,24.0,6
16076,Synchronized Swimming,2008,25.0,17
16077,Synchronized Swimming,2008,26.0,9
16078,Synchronized Swimming,2008,27.0,6
16079,Synchronized Swimming,2008,28.0,3
16080,Synchronized Swimming,2008,30.0,1
16081,Synchronized Swimming,2008,31.0,4
16082,Synchronized Swimming,2008,32.0,3
16083,Synchronized Swimming,2012,17.0,5
16084,Synchronized Swimming,2012,18.0,4
16085,Synchronized Swimming,2012,19.0,8
16086,Synchronized Swimming,2012,20.0,7
16087,Synchronized Swimming,2012,21.0,12
16088,Synchronized Swimming,2012,22.0,21
16089,Synchronized Swimming,2012,23.0,18
16090,Synchronized Swimming,2012,24.0,12
16091,Synchronized Swimming,2012,25.0,9
16092,Synchronized Swimming,2012,26.0,7
16093,Synchronized Swimming,2012,27.0,2
16094,Synchronized Swimming,2012,28.0,2
16095,Synchronized Swimming,2012,29.0,8
16096,Synchronized Swimming,2012,31.0,1
16097,Synchronized Swimming,2012,36.0,1
16098,Synchronized Swimming,2016,17.0,3
16099,Synchronized Swimming,2016,18.0,3
16100,Synchronized Swimming,2016,19.0,8
16101,Synchronized Swimming,2016,20.0,12
16102,Synchronized Swimming,2016,21.0,16
16103,Synchronized Swimming,2016,22.0,12
16104,Synchronized Swimming,2016,23.0,9
16105,Synchronized Swimming,2016,24.0,12
16106,Synchronized Swimming,2016,25.0,10
16107,Synchronized Swimming,2016,26.0,13
16108,Synchronized Swimming,2016,27.0,6
16109,Synchronized Swimming,2016,28.0,5
16110,Synchronized Swimming,2016,29.0,1
16111,Synchronized Swimming,2016,30.0,4
16112,Synchronized Swimming,2016,31.0,2
16113,Synchronized Swimming,2016,39.0,1
16114,Synchronized Swimming,2016,40.0,1
16115,Table Tennis,1988,16.0,1
16116,Table Tennis,1988,17.0,3
16117,Table Tennis,1988,18.0,7
16118,Table Tennis,1988,19.0,19
16119,Table Tennis,1988,20.0,12
16120,Table Tennis,1988,21.0,21
16121,Table Tennis,1988,22.0,16
16122,Table Tennis,1988,23.0,15
16123,Table Tennis,1988,24.0,23
16124,Table Tennis,1988,25.0,18
16125,Table Tennis,1988,26.0,14
16126,Table Tennis,1988,27.0,12
16127,Table Tennis,1988,28.0,9
16128,Table Tennis,1988,29.0,9
16129,Table Tennis,1988,30.0,7
16130,Table Tennis,1988,31.0,2
16131,Table Tennis,1988,32.0,4
16132,Table Tennis,1988,33.0,2
16133,Table Tennis,1988,35.0,4
16134,Table Tennis,1988,36.0,3
16135,Table Tennis,1988,38.0,2
16136,Table Tennis,1988,39.0,1
16137,Table Tennis,1992,17.0,2
16138,Table Tennis,1992,18.0,7
16139,Table Tennis,1992,19.0,12
16140,Table Tennis,1992,20.0,14
16141,Table Tennis,1992,21.0,29
16142,Table Tennis,1992,22.0,24
16143,Table Tennis,1992,23.0,33
16144,Table Tennis,1992,24.0,30
16145,Table Tennis,1992,25.0,17
16146,Table Tennis,1992,26.0,16
16147,Table Tennis,1992,27.0,8
16148,Table Tennis,1992,28.0,15
16149,Table Tennis,1992,29.0,5
16150,Table Tennis,1992,30.0,11
16151,Table Tennis,1992,31.0,5
16152,Table Tennis,1992,32.0,8
16153,Table Tennis,1992,33.0,2
16154,Table Tennis,1992,34.0,3
16155,Table Tennis,1992,35.0,1
16156,Table Tennis,1992,40.0,1
16157,Table Tennis,1992,42.0,2
16158,Table Tennis,1992,45.0,1
16159,Table Tennis,1996,16.0,5
16160,Table Tennis,1996,17.0,3
16161,Table Tennis,1996,18.0,3
16162,Table Tennis,1996,19.0,4
16163,Table Tennis,1996,20.0,17
16164,Table Tennis,1996,21.0,10
16165,Table Tennis,1996,22.0,10
16166,Table Tennis,1996,23.0,19
16167,Table Tennis,1996,24.0,23
16168,Table Tennis,1996,25.0,23
16169,Table Tennis,1996,26.0,18
16170,Table Tennis,1996,27.0,34
16171,Table Tennis,1996,28.0,21
16172,Table Tennis,1996,29.0,13
16173,Table Tennis,1996,30.0,10
16174,Table Tennis,1996,31.0,7
16175,Table Tennis,1996,32.0,10
16176,Table Tennis,1996,33.0,7
16177,Table Tennis,1996,34.0,5
16178,Table Tennis,1996,35.0,2
16179,Table Tennis,1996,36.0,1
16180,Table Tennis,1996,37.0,2
16181,Table Tennis,1996,38.0,2
16182,Table Tennis,2000,17.0,4
16183,Table Tennis,2000,18.0,6
16184,Table Tennis,2000,19.0,19
16185,Table Tennis,2000,20.0,10
16186,Table Tennis,2000,21.0,9
16187,Table Tennis,2000,22.0,13
16188,Table Tennis,2000,23.0,12
16189,Table Tennis,2000,24.0,19
16190,Table Tennis,2000,25.0,18
16191,Table Tennis,2000,26.0,9
16192,Table Tennis,2000,27.0,26
16193,Table Tennis,2000,28.0,19
16194,Table Tennis,2000,29.0,20
16195,Table Tennis,2000,30.0,13
16196,Table Tennis,2000,31.0,24
16197,Table Tennis,2000,32.0,8
16198,Table Tennis,2000,33.0,12
16199,Table Tennis,2000,34.0,5
16200,Table Tennis,2000,35.0,2
16201,Table Tennis,2000,37.0,11
16202,Table Tennis,2000,38.0,4
16203,Table Tennis,2000,41.0,3
16204,Table Tennis,2000,43.0,1
16205,Table Tennis,2004,15.0,1
16206,Table Tennis,2004,16.0,5
16207,Table Tennis,2004,17.0,5
16208,Table Tennis,2004,18.0,6
16209,Table Tennis,2004,19.0,3
16210,Table Tennis,2004,20.0,15
16211,Table Tennis,2004,21.0,8
16212,Table Tennis,2004,22.0,13
16213,Table Tennis,2004,23.0,20
16214,Table Tennis,2004,24.0,14
16215,Table Tennis,2004,25.0,20
16216,Table Tennis,2004,26.0,20
16217,Table Tennis,2004,27.0,16
16218,Table Tennis,2004,28.0,11
16219,Table Tennis,2004,29.0,21
16220,Table Tennis,2004,30.0,10
16221,Table Tennis,2004,31.0,12
16222,Table Tennis,2004,32.0,13
16223,Table Tennis,2004,33.0,13
16224,Table Tennis,2004,34.0,4
16225,Table Tennis,2004,35.0,12
16226,Table Tennis,2004,36.0,5
16227,Table Tennis,2004,37.0,2
16228,Table Tennis,2004,38.0,4
16229,Table Tennis,2004,41.0,4
16230,Table Tennis,2004,42.0,3
16231,Table Tennis,2008,15.0,1
16232,Table Tennis,2008,16.0,2
16233,Table Tennis,2008,17.0,1
16234,Table Tennis,2008,18.0,2
16235,Table Tennis,2008,19.0,15
16236,Table Tennis,2008,20.0,9
16237,Table Tennis,2008,21.0,11
16238,Table Tennis,2008,22.0,14
16239,Table Tennis,2008,23.0,10
16240,Table Tennis,2008,24.0,13
16241,Table Tennis,2008,25.0,14
16242,Table Tennis,2008,26.0,23
16243,Table Tennis,2008,27.0,18
16244,Table Tennis,2008,28.0,21
16245,Table Tennis,2008,29.0,13
16246,Table Tennis,2008,30.0,15
16247,Table Tennis,2008,31.0,9
16248,Table Tennis,2008,32.0,8
16249,Table Tennis,2008,33.0,7
16250,Table Tennis,2008,34.0,4
16251,Table Tennis,2008,35.0,13
16252,Table Tennis,2008,36.0,7
16253,Table Tennis,2008,37.0,3
16254,Table Tennis,2008,38.0,2
16255,Table Tennis,2008,39.0,8
16256,Table Tennis,2008,40.0,1
16257,Table Tennis,2008,42.0,2
16258,Table Tennis,2008,44.0,2
16259,Table Tennis,2008,45.0,1
16260,Table Tennis,2008,46.0,1
16261,Table Tennis,2012,16.0,7
16262,Table Tennis,2012,17.0,2
16263,Table Tennis,2012,18.0,7
16264,Table Tennis,2012,19.0,12
16265,Table Tennis,2012,20.0,9
16266,Table Tennis,2012,21.0,6
16267,Table Tennis,2012,22.0,11
16268,Table Tennis,2012,23.0,17
16269,Table Tennis,2012,24.0,19
16270,Table Tennis,2012,25.0,16
16271,Table Tennis,2012,26.0,8
16272,Table Tennis,2012,27.0,14
16273,Table Tennis,2012,28.0,12
16274,Table Tennis,2012,29.0,9
16275,Table Tennis,2012,30.0,12
16276,Table Tennis,2012,31.0,14
16277,Table Tennis,2012,32.0,14
16278,Table Tennis,2012,33.0,6
16279,Table Tennis,2012,34.0,8
16280,Table Tennis,2012,35.0,4
16281,Table Tennis,2012,36.0,4
16282,Table Tennis,2012,37.0,2
16283,Table Tennis,2012,38.0,1
16284,Table Tennis,2012,39.0,7
16285,Table Tennis,2012,40.0,4
16286,Table Tennis,2012,41.0,1
16287,Table Tennis,2012,42.0,1
16288,Table Tennis,2012,43.0,5
16289,Table Tennis,2012,46.0,2
16290,Table Tennis,2012,49.0,1
16291,Table Tennis,2012,50.0,1
16292,Table Tennis,2016,15.0,3
16293,Table Tennis,2016,16.0,3
16294,Table Tennis,2016,19.0,9
16295,Table Tennis,2016,20.0,8
16296,Table Tennis,2016,21.0,17
16297,Table Tennis,2016,22.0,12
16298,Table Tennis,2016,23.0,19
16299,Table Tennis,2016,24.0,16
16300,Table Tennis,2016,25.0,13
16301,Table Tennis,2016,26.0,15
16302,Table Tennis,2016,27.0,23
16303,Table Tennis,2016,28.0,15
16304,Table Tennis,2016,29.0,9
16305,Table Tennis,2016,30.0,10
16306,Table Tennis,2016,31.0,6
16307,Table Tennis,2016,32.0,7
16308,Table Tennis,2016,33.0,7
16309,Table Tennis,2016,34.0,6
16310,Table Tennis,2016,35.0,11
16311,Table Tennis,2016,36.0,7
16312,Table Tennis,2016,37.0,5
16313,Table Tennis,2016,38.0,2
16314,Table Tennis,2016,39.0,1
16315,Table Tennis,2016,40.0,4
16316,Table Tennis,2016,41.0,2
16317,Table Tennis,2016,43.0,4
16318,Table Tennis,2016,53.0,1
16319,Table Tennis,2016,54.0,1
16320,Taekwondo,2000,17.0,4
16321,Taekwondo,2000,18.0,4
16322,Taekwondo,2000,19.0,5
16323,Taekwondo,2000,20.0,9
16324,Taekwondo,2000,21.0,6
16325,Taekwondo,2000,22.0,9
16326,Taekwondo,2000,23.0,9
16327,Taekwondo,2000,24.0,8
16328,Taekwondo,2000,25.0,8
16329,Taekwondo,2000,26.0,7
16330,Taekwondo,2000,27.0,6
16331,Taekwondo,2000,28.0,9
16332,Taekwondo,2000,29.0,6
16333,Taekwondo,2000,30.0,2
16334,Taekwondo,2000,31.0,5
16335,Taekwondo,2000,33.0,3
16336,Taekwondo,2000,34.0,1
16337,Taekwondo,2000,36.0,1
16338,Taekwondo,2004,16.0,3
16339,Taekwondo,2004,17.0,2
16340,Taekwondo,2004,18.0,2
16341,Taekwondo,2004,19.0,4
16342,Taekwondo,2004,20.0,15
16343,Taekwondo,2004,21.0,11
16344,Taekwondo,2004,22.0,12
16345,Taekwondo,2004,23.0,10
16346,Taekwondo,2004,24.0,9
16347,Taekwondo,2004,25.0,11
16348,Taekwondo,2004,26.0,8
16349,Taekwondo,2004,27.0,16
16350,Taekwondo,2004,28.0,7
16351,Taekwondo,2004,29.0,4
16352,Taekwondo,2004,30.0,4
16353,Taekwondo,2004,31.0,2
16354,Taekwondo,2004,32.0,4
16355,Taekwondo,2008,17.0,6
16356,Taekwondo,2008,18.0,4
16357,Taekwondo,2008,19.0,10
16358,Taekwondo,2008,20.0,12
16359,Taekwondo,2008,21.0,12
16360,Taekwondo,2008,22.0,10
16361,Taekwondo,2008,23.0,9
16362,Taekwondo,2008,24.0,15
16363,Taekwondo,2008,25.0,10
16364,Taekwondo,2008,26.0,5
16365,Taekwondo,2008,27.0,7
16366,Taekwondo,2008,28.0,10
16367,Taekwondo,2008,29.0,3
16368,Taekwondo,2008,30.0,3
16369,Taekwondo,2008,31.0,3
16370,Taekwondo,2008,32.0,3
16371,Taekwondo,2008,33.0,1
16372,Taekwondo,2008,34.0,2
16373,Taekwondo,2008,36.0,1
16374,Taekwondo,2012,16.0,1
16375,Taekwondo,2012,17.0,1
16376,Taekwondo,2012,18.0,7
16377,Taekwondo,2012,19.0,7
16378,Taekwondo,2012,20.0,8
16379,Taekwondo,2012,21.0,14
16380,Taekwondo,2012,22.0,10
16381,Taekwondo,2012,23.0,11
16382,Taekwondo,2012,24.0,15
16383,Taekwondo,2012,25.0,12
16384,Taekwondo,2012,26.0,12
16385,Taekwondo,2012,27.0,3
16386,Taekwondo,2012,28.0,7
16387,Taekwondo,2012,29.0,7
16388,Taekwondo,2012,30.0,4
16389,Taekwondo,2012,31.0,2
16390,Taekwondo,2012,32.0,5
16391,Taekwondo,2012,33.0,2
16392,Taekwondo,2016,17.0,2
16393,Taekwondo,2016,18.0,11
16394,Taekwondo,2016,19.0,2
16395,Taekwondo,2016,20.0,11
16396,Taekwondo,2016,21.0,8
16397,Taekwondo,2016,22.0,13
16398,Taekwondo,2016,23.0,13
16399,Taekwondo,2016,24.0,11
16400,Taekwondo,2016,25.0,12
16401,Taekwondo,2016,26.0,11
16402,Taekwondo,2016,27.0,8
16403,Taekwondo,2016,28.0,8
16404,Taekwondo,2016,29.0,4
16405,Taekwondo,2016,30.0,3
16406,Taekwondo,2016,32.0,4
16407,Taekwondo,2016,33.0,2
16408,Taekwondo,2016,35.0,2
16409,Taekwondo,2016,37.0,1
16410,Tennis,1896,17.0,4
16411,Tennis,1896,20.0,2
16412,Tennis,1896,22.0,2
16413,Tennis,1896,23.0,5
16414,Tennis,1896,25.0,2
16415,Tennis,1900,13.0,1
16416,Tennis,1900,17.0,3
16417,Tennis,1900,20.0,2
16418,Tennis,1900,22.0,1
16419,Tennis,1900,24.0,3
16420,Tennis,1900,25.0,1
16421,Tennis,1900,26.0,1
16422,Tennis,1900,27.0,3
16423,Tennis,1900,29.0,2
16424,Tennis,1900,31.0,5
16425,Tennis,1900,33.0,3
16426,Tennis,1900,34.0,3
16427,Tennis,1900,35.0,2
16428,Tennis,1900,40.0,4
16429,Tennis,1904,19.0,2
16430,Tennis,1904,22.0,3
16431,Tennis,1904,23.0,5
16432,Tennis,1904,24.0,6
16433,Tennis,1904,26.0,7
16434,Tennis,1904,27.0,5
16435,Tennis,1904,28.0,3
16436,Tennis,1904,29.0,2
16437,Tennis,1904,30.0,3
16438,Tennis,1904,31.0,3
16439,Tennis,1904,32.0,1
16440,Tennis,1904,33.0,4
16441,Tennis,1904,36.0,2
16442,Tennis,1906,15.0,1
16443,Tennis,1906,17.0,1
16444,Tennis,1906,18.0,3
16445,Tennis,1906,19.0,2
16446,Tennis,1906,20.0,3
16447,Tennis,1906,21.0,3
16448,Tennis,1906,23.0,6
16449,Tennis,1906,26.0,7
16450,Tennis,1906,27.0,2
16451,Tennis,1906,28.0,2
16452,Tennis,1906,33.0,1
16453,Tennis,1908,18.0,4
16454,Tennis,1908,20.0,5
16455,Tennis,1908,21.0,5
16456,Tennis,1908,22.0,4
16457,Tennis,1908,23.0,3
16458,Tennis,1908,24.0,5
16459,Tennis,1908,25.0,1
16460,Tennis,1908,26.0,6
16461,Tennis,1908,27.0,2
16462,Tennis,1908,28.0,5
16463,Tennis,1908,29.0,4
16464,Tennis,1908,31.0,3
16465,Tennis,1908,32.0,1
16466,Tennis,1908,33.0,2
16467,Tennis,1908,34.0,2
16468,Tennis,1908,35.0,5
16469,Tennis,1908,36.0,1
16470,Tennis,1908,37.0,6
16471,Tennis,1908,38.0,1
16472,Tennis,1908,39.0,4
16473,Tennis,1908,40.0,5
16474,Tennis,1908,41.0,1
16475,Tennis,1908,44.0,2
16476,Tennis,1912,18.0,5
16477,Tennis,1912,19.0,6
16478,Tennis,1912,20.0,2
16479,Tennis,1912,21.0,11
16480,Tennis,1912,22.0,8
16481,Tennis,1912,23.0,15
16482,Tennis,1912,24.0,13
16483,Tennis,1912,25.0,16
16484,Tennis,1912,26.0,7
16485,Tennis,1912,27.0,13
16486,Tennis,1912,28.0,16
16487,Tennis,1912,29.0,8
16488,Tennis,1912,30.0,11
16489,Tennis,1912,31.0,6
16490,Tennis,1912,32.0,8
16491,Tennis,1912,33.0,8
16492,Tennis,1912,34.0,3
16493,Tennis,1912,35.0,2
16494,Tennis,1912,36.0,2
16495,Tennis,1912,37.0,2
16496,Tennis,1912,38.0,3
16497,Tennis,1912,39.0,3
16498,Tennis,1912,43.0,2
16499,Tennis,1912,44.0,2
16500,Tennis,1912,45.0,1
16501,Tennis,1920,18.0,2
16502,Tennis,1920,20.0,5
16503,Tennis,1920,21.0,5
16504,Tennis,1920,22.0,4
16505,Tennis,1920,23.0,16
16506,Tennis,1920,24.0,9
16507,Tennis,1920,25.0,7
16508,Tennis,1920,26.0,1
16509,Tennis,1920,27.0,3
16510,Tennis,1920,28.0,7
16511,Tennis,1920,29.0,10
